"date","precipitation","temp_max","temp_min","wind","weather"
"30-04-12",4.3,12.8,7.986982311772527,7.284561534752249,"rain"
"30-04-12",3.3081495408747474,13.181480945817405,7.657777134980885,8.610369513307848,"rain"
"01-05-12",0.5,11.349378578302094,6.1,5.990941674685776,"rain"
"01-05-12",0.6204547624650261,11.555454285041968,6.365000477423057,6.207272380055959,"rain"
"02-05-12",0.5,13.639683837742636,5.260316162257364,2.5,"rain"
"02-05-12",0.542283635404,13.3,5.670472725673333,2.584567270808,"rain"
"03-05-12",18.301164257350074,10.006403415425403,6.7029106433751835,3.99650722794978,"rain"
"03-05-12",18.658488734625372,11.681125360293034,6.618874639706964,2.7660450614985064,"rain"
"04-05-12",1.7786207562130296,12.164367927021715,6.1,4.692643389743537,"rain"
"04-05-12",1.6325042382368107,11.920840397061351,6.1,5.325814967640486,"rain"
"09-05-12",0.19581466102485914,12.973642231625236,6.7,3.6389137853001876,"rain"
"09-05-12",0.6480804452462685,13.3,6.213939666065299,3.251919554753732,"rain"
"17-05-12",0,17.750175932823485,6.882688246313889,2.9332160447843436,"rain"
"17-05-12",0,16.308386883154906,7.138709740248558,2.9,"rain"
"18-05-12",0.38354439727833056,15.6,7.272626453742296,2.7643986523814608,"rain"
"18-05-12",0,15.661747291951208,7.72590324965855,3.0753010832195167,"rain"
"20-05-12",4.949354725658972,14.943991977877886,10.702681373890542,2.0253226371705146,"rain"
"20-05-12",5.9418025757639725,14.571824034088511,11.38498927083773,1.529098712118014,"rain"
"21-05-12",13.756838951359796,15.808409488319256,8.622087391038852,4.648429463040541,"rain"
"21-05-12",16.16525150790907,16.180339638101824,9.04728933652001,3.5669496984181857,"rain"
"22-05-12",6.1,13.94623047834259,9.68803345386053,4.0836059510358815,"rain"
"22-05-12",4.788087627366131,11.837930926735162,7.937930926735163,4.36269587578871,"rain"
"23-05-12",0.3,15.123191768930738,8.237074211813491,5.697340192557719,"rain"
"23-05-12",0.7133262302652031,13.959118687717117,8.596894097805517,6.3,"rain"
"24-05-12",0.4500533072683631,17.2,8.9,2.8499466927316366,"rain"
"24-05-12",0.13955380920037272,16.967410317999377,8.9,3.0208923815992543,"rain"
"25-05-12",0.29262720960654687,20.639321548765086,8.9,3.490169612808729,"rain"
"25-05-12",0,22.261519054167593,8.866444152272223,3.0720367935601853,"rain"
"28-05-12",0.5277983635417437,15.834756781079108,9.325110289241705,3.5211340506489246,"rain"
"28-05-12",3.7768125501195198,10.508504016197508,5.170633132634056,4.266809437732348,"rain"
"30-05-12",5.193601294578998,8.606562794161416,3.590853185904641,4.284290391743223,"rain"
"30-05-12",1.152904751684494,18.473547624157753,10.74462302013146,1.997527771815955,"rain"
"31-05-12",2.984167433309758,18.2985643463107,11.973379842586043,2.428055811103253,"rain"
"31-05-12",3.9041084683735665,17.57876950470617,12.13493220726652,2.7910949098268714,"rain"
"01-06-12",7.240225999970457,18.639519750062778,11.919689250040621,3.539943500007386,"rain"
"01-06-12",7.163899943997418,18.80171261900549,12.024637577003551,3.5590250140006456,"rain"
"02-06-12",0.32603129655006274,18.82190611034981,10.52190611034981,3.686984351724969,"rain"
"02-06-12",0.08731191991477227,18.9,10.954480133475379,3.416415893219696,"rain"
"04-06-12",1.389020894344832,12.8,8.410385081103424,3.589614918896576,"rain"
"04-06-12",1.432509136240211,12.8,8.17119975067884,3.8288002493211604,"rain"
"05-06-12",16.928945202234814,13.857367121340888,9.321839722458295,3.764472601117406,"rain"
"05-06-12",16.658376282089947,13.695025769253968,9.02421391029894,3.6291881410449722,"rain"
"07-06-12",17.161035045215527,14.695300528917006,9.80892318717135,4.326293806519409,"rain"
"07-06-12",16.379119516629306,15.689006356539645,8.9,3.66923267671897,"rain"
"08-06-12",1.6902678586185114,14.885839284828894,8.414160715171107,3.0190267858618514,"rain"
"08-06-12",1.3101582196219028,14.772189863546284,8.527810136453716,2.6962531513950445,"rain"
"09-06-12",0,17.2,8.320325099018177,4.652574768957587,"rain"
"09-06-12",0.16187889745863748,16.3366458802206,8.030201837568939,5.023757794917275,"rain"
"11-06-12",0,22.842794313515373,9.542794313515374,2.340333993118195,"rain"
"11-06-12",0.1484293661056725,24.141099741265478,10.296858732211344,2.0473822768427876,"rain"
"12-06-12",0.5977213176671812,17.962868862778635,12.8,4.641688501887002,"rain"
"12-06-12",0.9742774924166513,18.3,12.8,3.8825722507583347,"rain"
"16-06-12",4.499581054465998,10.478038166506497,5.558256148005775,4.616345366905934,"rain"
"16-06-12",0.045295314552582185,20.843326550868703,15,3.949015618158059,"rain"
"18-06-12",2.3771439883992342,17.511428005800383,10.311428005800384,3.3328579912994254,"rain"
"18-06-12",1.8479664483701943,17.776016775814902,10.576016775814903,2.9359748362776457,"rain"
"19-06-12",0.6962749074385088,19.660335793624135,10,3.1735571957494235,"rain"
"19-06-12",5.484477997581472,8.232770476610842,3.1413865919342188,4.582756940322873,"rain"
"22-06-12",15.779376152682767,13.9,11.559565268330486,2.0160113000748145,"rain"
"22-06-12",15.834182049166234,13.9,11.46260098993666,2.0961122257044975,"rain"
"23-06-12",8.67729979463797,15.41448049286887,9.32270020536203,2.762819301769099,"rain"
"23-06-12",9.029509270576284,14.569177750616918,8.970490729423716,3.960331519959367,"rain"
"25-06-12",0.15590324445992987,19.055903244459927,11.1,3.237638702216028,"rain"
"25-06-12",0.7374982546211968,19.4,10.577503839833367,3.0525003490757605,"rain"
"26-06-12",0.03129689544292563,18.362593790885853,10.6,3.4312968954429257,"rain"
"26-06-12",0.0005124003371761998,18.3,10.599385119595388,3.4002049601348703,"rain"
"28-06-12",0,22.517047011880784,12.161159290008412,2.6441122781276287,"rain"
"28-06-12",0,23.286718357817758,13.280681247734922,2.993962889917163,"rain"
"29-06-12",0.3,22.19453861366736,15,2.0978154454669444,"rain"
"29-06-12",0.3,21.83798668954973,15.303570717009404,2.0931813653696207,"rain"
"30-06-12",3.0253554132325324,19.907030151480715,13.392969848519286,2.3830963911783116,"rain"
"30-06-12",5.364841036773594,9.854069100293932,4.832343384455838,4.23084467363117,"rain"
"01-07-12",0.23900479908759892,19.5219904018248,12.2,2.539004799087599,"rain"
"01-07-12",0.2391583614347361,20.478316722869472,12.2,1.6622443695073703,"rain"
"02-07-12",1.7230474024360056,18.567656882923206,11.090704285359212,2.155390519512799,"rain"
"02-07-12",1.8411266653286174,18.70935199839434,11.350478663722958,2.1317746669342768,"rain"
"03-07-12",5.847457696864784,16.464969054561692,9.271184487786051,5.810169212540864,"rain"
"03-07-12",5.926269196652062,13.417591062786924,7.064462493742256,5.4949232133917505,"rain"
"08-07-12",0.19717719603786696,28.028881355447933,14.547882897028401,2.602822803962133,"rain"
"08-07-12",0,28.3,15.30222473076908,2.57444381730773,"rain"
"09-07-12",1.2410134880115091,25,12.696405395204604,1.8446080928069055,"rain"
"09-07-12",0.620298120901203,24.032327932991322,13.239850939549399,3.0556422549185567,"rain"
"13-07-12",0.006437507587465141,23.3,13.307725009104958,2.989699987860056,"rain"
"13-07-12",0.5,23.30320157884462,13.896798421155381,2.205335964741033,"rain"
"14-07-12",0.2237622455091332,25.820461566866822,13.732013942114913,2.4237622455091334,"rain"
"14-07-12",0.2690532148223688,24.085219069603948,14.408082927390788,2.2,"rain"
"15-07-12",0.071034537865088,19.01839089644181,13.03954002782801,3.515861848539648,"rain"
"15-07-12",0.019942466273011574,18.88504315029524,13.287535958579369,3.8024928082841263,"rain"
"16-07-12",0.27840961835172806,26.02083526728967,13.422345496006875,2.478409618351728,"rain"
"16-07-12",0.05954159259065886,25.218319172832416,12.418319172832415,1.3778607654230748,"rain"
"20-07-12",8.875249709657455,10.573150693697766,5.7681781981310145,4.556022003546597,"rain"
"20-07-12",14.01403485470477,17.86522157667676,13.48142406636639,5.046439834084027,"rain"
"22-07-12",0.8511960542331805,20.6,12.378564734920182,3.632152897619725,"rain"
"22-07-12",0.6078070912977609,20.6,11.919862208069828,4.068082675158102,"rain"
"23-07-12",0.2881069794198286,18.554271624696206,10.466164645276377,3.472864187651897,"rain"
"23-07-12",0.487102919716564,19.38710291971656,11.1,3.1051588321133745,"rain"
"06-08-12",2.2690739699869664,20.265246270210085,10.615476852815515,3.355552480486889,"rain"
"06-08-12",0.023015778663766362,28.3,15.807142007973898,2.469312295114978,"rain"
"21-08-12",0.1745243900036525,23.3,13.509429268004384,2.720760975994156,"rain"
"21-08-12",0.23965179304060913,23.3,13.3,3.3195357240541457,"rain"
"09-09-12",0.03958836187043702,18.9,13.379176723740875,3.958353447481748,"rain"
"09-09-12",0.436578659921287,18.148817370432923,13.148817370432923,5,"rain"
"10-09-12",1.6317722616713588,16.946108434443264,9.518648881745188,4.106654316466245,"rain"
"10-09-12",3.2353708338178246,13.268891019003952,6.892065013574252,4.3554885776613865,"rain"
"22-09-12",0.3,19.67055148802846,11.812729786678526,1.1901838293428215,"rain"
"22-09-12",0.3,19.4,11.7,1.107213452712106,"rain"
"28-09-12",5.582089190375605,8.253732428873182,3.049034114138351,4.485857377768809,"rain"
"28-09-12",0.24519866653352793,25.899061777289603,13.099061777289602,2.2442604438231304,"rain"
"12-10-12",1.7382866800497934,13.324230696109545,8.324230696109545,4.3906293440398345,"rain"
"12-10-12",1.5449212548377615,14.400586619678462,9.12753937258112,4.873047247097343,"rain"
"13-10-12",5.018111759404024,14.106773339464757,10.52221723535366,4.05100044881817,"rain"
"13-10-12",5.124706867288773,15.924706867288775,11.875293132711226,2.925879398133681,"rain"
"14-10-12",15.265942629705476,19.31883984036249,13.869564940135934,3.9695649401359336,"rain"
"14-10-12",8.820190517397368,9.603280263760652,5.103280263760652,4.433820507273431,"rain"
"15-10-12",7.816511849705463,17.11094597301916,11.1,4.62226350674521,"rain"
"15-10-12",8.378927926587352,16.447398972505592,11.510509651360586,4.668418275226765,"rain"
"18-10-12",19.718029764221544,14.770483339820318,6.375408929266462,2.108197023577846,"rain"
"18-10-12",19.722340390723375,14.782553094025449,6.376702117217012,2.1077659609276624,"rain"
"19-10-12",4.75032713555839,15.14901859332483,9.126799245571146,5.026799245571145,"rain"
"19-10-12",4.7620935505140745,15.113719348457776,9.19151452782741,5.091514527827409,"rain"
"20-10-12",0.7987385370837156,11.279243122250229,6.1,5.759747707416743,"rain"
"20-10-12",0.117914602097689,10.71791460209769,6.558502477482773,5.623582920419538,"rain"
"21-10-12",6.748856498995518,11.7,5.247222926131973,2.4009801437181277,"rain"
"21-10-12",6.8463746582472735,11.432175205051635,4.667824794948364,3.2802870557214554,"rain"
"22-10-12",8.483860101717145,7.691441765665342,3.3,2.581906960944224,"rain"
"22-10-12",8.90367374469608,7.8,3.2898972020857795,2.60275530852206,"rain"
"23-10-12",0.21679251552061654,11.533585031041232,5.166414968958767,2.9277358281597943,"rain"
"23-10-12",0.3527331867212176,11.1,5.335450109959087,2.823633406639391,"rain"
"24-10-12",7.375395572087033,12.158992620145053,5.090216235680881,2.4671940961160432,"rain"
"24-10-12",7.337605779199598,12.096009631999328,5.228778809601475,2.4168077055994637,"rain"
"26-10-12",1.7758881006787015,11.1,7.365532860407221,2.4724111899321297,"rain"
"26-10-12",2.4701735710243446,10.172007888585409,6.145463509756147,2.9850867855121725,"rain"
"27-10-12",21.51349531216352,13.70193793735195,9.4,4.9730796249730815,"rain"
"27-10-12",25.31838652359392,13.612830588402158,8.612830588402158,4.7421957220009805,"rain"
"28-10-12",6.27459254357289,15.098370174291562,10.640172659767265,4.498370174291561,"rain"
"28-10-12",6.1,10.717587106257703,6.269763562183128,4.278235440745752,"rain"
"29-10-12",11.631090320227282,15.356303226590907,9.756303226590907,4.4938387109848446,"rain"
"29-10-12",10.818931544904483,15.113589269426903,9.554123496974663,4.981068455095516,"rain"
"30-10-12",28.92980919927959,13.37209212514157,10.23866521101394,3.192266957797212,"rain"
"30-10-12",33.478097750640416,15.2452565398463,11.995619550128081,3.699273979436437,"rain"
"31-10-12",13.468047341473131,15.256015780491044,10.125378044724624,3.387968439017912,"rain"
"31-10-12",14.508194099887053,15.588391691826674,11.104097049943526,2.6945372667419645,"rain"
"01-11-12",9.7,15.355325519757251,10.704507505810955,3.020901501162191,"rain"
"01-11-12",8.954912260966406,14.656113351215264,10.256113351215264,3,"rain"
"02-11-12",5.054094159671194,15,10.6,1.7506205304521085,"rain"
"02-11-12",5.6,15,10.6,1.234233742534638,"rain"
"03-11-12",0.5598789434083095,15.819556125830468,11.1,3.5800403521972304,"rain"
"03-11-12",2.5081485463301925,12.408478203153802,7.908478203153802,4.030317545642184,"rain"
"04-11-12",8.418790865664297,16.71611105674139,12.098660095538547,4.373823558195735,"rain"
"04-11-12",7.127542883787866,12.402863005022656,7.64597728407569,4.286228558106067,"rain"
"05-11-12",0.682026758376885,14.76405351675377,7.8,4,"rain"
"05-11-12",2.015116952805762,13.09708099843626,6.51610284231844,4.1834138796687945,"rain"
"06-11-12",0.38466307699603913,12.88466307699604,6.598404307604753,3.4322695384031685,"rain"
"06-11-12",0.7164107639277931,13.216410763927794,6.200307083286648,3.1668713888577655,"rain"
"07-11-12",0.12068069672666812,11.998865505455552,4.342495887997783,3.198865505455553,"rain"
"07-11-12",0.22201700729296872,12.2,3.9,4.214062360074219,"rain"
"08-11-12",0,9.633911645222142,1.1,3.44306921820916,"rain"
"08-11-12",0.49037961275405534,9.585063404592722,1.1,3.0605064219395,"rain"
"09-11-12",0,8.474587552397798,1.1,3.1344331936058745,"rain"
"09-11-12",0,8.856687530847465,1.1,2.115499917740096,"rain"
"11-11-12",13.708016329042783,9.720591019026468,2.3681861203136334,3.298396734191443,"rain"
"11-11-12",13.432964246647241,7.132964246647242,2.8670357533527584,3.16063961394116,"rain"
"12-11-12",3.2352550226572747,12.8,6.4647449773427255,3.060790829557121,"rain"
"12-11-12",3.3194702948195394,12.238940589639078,6.661059410360921,4.028608918995022,"rain"
"13-11-12",5.3,11.675985199369235,6.744027134489737,3.939962998423087,"rain"
"13-11-12",5.794451910368519,11.1,7.8,2.233756663647721,"rain"
"14-11-12",3.6433590539942564,8.73947550234439,3.4978480469464306,3.7802622488278046,"rain"
"14-11-12",0.0525928063455382,11.1,5.560555395240846,2.9737035968272307,"rain"
"16-11-12",5.82228472389684,8.19966249095706,2.2,3.0226222329397805,"rain"
"16-11-12",4.441899461042013,9.863240215583195,1.8139664870140044,1.9860335129859956,"rain"
"17-11-12",7.453814231555345,12.741525692622139,6.1,4.036440050548344,"rain"
"17-11-12",5.8893910610384665,12.06836941314904,6.389587291072108,5.326326117370192,"rain"
"18-11-12",6.647931309819105,7.704540734668361,3.387184504608063,4.8304406283232835,"rain"
"18-11-12",6.890294465396408,8.148873186560083,3.9123046750255517,4.843905248077578,"rain"
"19-11-12",55.236979962924146,11.59453005561378,6.91035782309271,4.863020037075853,"rain"
"19-11-12",48.35899383161375,15.084366782065995,10.084366782065995,4.370795546809308,"rain"
"20-11-12",3.55773487471078,11.632983275636283,6.957734874710781,4.151546974942156,"rain"
"20-11-12",3.740331508485601,11.231270681331678,7.140331508485601,4.188066301697121,"rain"
"21-11-12",10.274572183491271,7.991524061163758,4.208475938836243,4.944743310094763,"rain"
"21-11-12",11.8459519281597,7.284932684320473,4.9150673156795275,4.208096143680601,"rain"
"22-11-12",0.1940818048483175,9.611633284443831,3.1234696747471955,0.9177545854550475,"rain"
"22-11-12",0.2129767821294898,8.740267413402883,3.0928430754280485,1.393511608935255,"rain"
"23-11-12",32.036548838688184,9.81422017179938,6.173097677376361,2.4365488386881804,"rain"
"23-11-12",29.217799855867856,9.762895670973759,6.1,3.609652236579193,"rain"
"24-11-12",0.1346880637060461,8.630623872587908,4.124480106176744,1.2897920424706975,"rain"
"24-11-12",0.11699191217073579,8.666016175658529,4.09498652028456,1.238997304056912,"rain"
"28-11-12",2.432433884131697,9.170271177582311,1.9702711775823107,3.4054034093189163,"rain"
"28-11-12",2.3227411095447934,8.922741109544795,2.7727106685462477,2.9,"rain"
"29-11-12",1.5944807500986489,13.14642941702838,7.957467916831082,4.262987166732433,"rain"
"29-11-12",1.391730070111119,12.204515385611154,8.070674824722204,4.0375951051666785,"rain"
"30-11-12",35.47266985435021,15,8.309320582599172,4.391641579845793,"rain"
"30-11-12",34.977523293616066,14.496090285308245,8.274267966768711,5.163193210537845,"rain"
"01-12-12",4.142764841890277,13.193087895274306,8.3,5.820736314177084,"rain"
"01-12-12",4.161559120732547,13.146102198168633,8.3,5.9616934054941035,"rain"
"02-12-12",18.520110081351866,11.637841566730595,7.2,4.72742283820709,"rain"
"02-12-12",18.754094288593866,10.914617653437144,7.2,5.046492211718907,"rain"
"03-12-12",13,9.4,6.80167652133535,3.364358955471908,"rain"
"03-12-12",13.948570342800677,11.581711788441558,7.2,5.063999239960474,"rain"
"04-12-12",13.657204737616143,12.087710901702755,7.665253082043306,6.277542180340551,"rain"
"04-12-12",12.811082953836983,10.842643798664804,6.342643798664805,5.959940263626145,"rain"
"05-12-12",1.5,8.9,3.695711691445568,4.231685481576983,"rain"
"05-12-12",1.5,8.9,3.9438681497360064,4.502401617893825,"rain"
"06-12-12",1.87215595834315,6.82784404165685,4.46251378329014,5.1,"rain"
"06-12-12",4.810978046906061,6.840111081858037,3.292866438492687,4.884066649114822,"rain"
"07-12-12",2.195451743170554,8.259789131988676,3.8517469583864097,4.508042173602265,"rain"
"07-12-12",1.048293455654783,7.906245602440522,3.3,4.5227304709523475,"rain"
"09-12-12",1.8485888888182942,7.048588888818294,2.8,2.7274599998729294,"rain"
"09-12-12",1.6852669259843225,6.885266925984323,2.8,2.4334804667717806,"rain"
"10-12-12",0.4933635624021509,7.236500406788171,5.560181374412905,1.7867271248043017,"rain"
"10-12-12",0.34603239613768755,8.04682182124272,4.676194376826126,1.4920647922753751,"rain"
"11-12-12",3.358054582428617,8.098378818690515,5.898378818690514,4.8580545824286165,"rain"
"11-12-12",3.520033644606498,8.753395015111913,6.553395015111913,3.979966355393502,"rain"
"12-12-12",8.280263881619822,6.947862837227255,4.152137162772745,2.1351979112148665,"rain"
"12-12-12",7.260410020361826,6.979863326546058,3.784300681598673,2.2798633265460575,"rain"
"13-12-12",2.061604799879823,7.2,2.902674666466371,2.9589301334134515,"rain"
"13-12-12",4.027358895446654,6.972715934809651,2.7999750565812316,3.709136260761397,"rain"
"14-12-12",5.891703933182442,7.151964606428245,1.1,2.560698314350382,"rain"
"14-12-12",7.223705078152937,6.325431640615688,1.513291341128761,2.8647301431810526,"rain"
"17-12-12",2.113463258385926,8.942958464186916,2.7211693254733342,8.667936105169876,"rain"
"17-12-12",2.1360523657345527,9.070963405829135,2.9244712916109767,8.502282651279945,"rain"
"20-12-12",13.49819632582347,6.90180367417653,1.9120638336232698,4.952424568458576,"rain"
"20-12-12",13.61414972077566,7.552027262659312,0.7035374301939152,3.5550475977285187,"rain"
"21-12-12",0.9533480255399306,8.638660789784028,-0.7404610956119213,1.9257738598560186,"rain"
"21-12-12",1.8556882868604327,7.993714422267621,-1.532935139418702,2.061973864592812,"rain"
"22-12-12",3.7891211807304988,8.020502182439715,3.603033568842197,3.7270919767677317,"rain"
"22-12-12",2.6035565457897385,8.717866072526157,3.1339122003687123,3.0821339274738433,"rain"
"23-12-12",6.495434250260879,7.2,3.348261115264209,2.4436953655250893,"rain"
"23-12-12",5.517654802181521,7.2,2.506280188266449,2.932938079127392,"rain"
"24-12-12",0.6793244650151924,5.6,2.8,2.8517260634111623,"rain"
"24-12-12",1.8740653677891168,5.8985296387186255,2.637165651608022,3.3427811613065916,"rain"
"26-12-12",3.952287481226513,7.4124837706508355,2.5875162293491645,5.871568778160231,"rain"
"26-12-12",4.583977645901798,6.717624589508022,3.282375410491978,4.924033531147304,"rain"
"27-12-12",3.7497539107325895,7.503637924466037,3.461652041200343,3.1191739793998288,"rain"
"27-12-12",4.502322417552355,7.8,2.012568263832462,3.441393450531413,"rain"
"28-12-12",0.57183668984614,8.150010048564948,3.740635676600256,1.9906055309054154,"rain"
"28-12-12",3.053258719438637,7.499145253917735,3.049091832287593,3.251656070534389,"rain"
"29-12-12",1.6485967861057857,5.089158071663471,3.2257016069471067,1.9080355005481,"rain"
"29-12-12",1.5,5,2.074515862016214,1.3936289655040535,"rain"
"03-01-13",3.611515165112454,5.0391515613823445,-0.6253333632473992,2.706909099067473,"rain"
"03-01-13",3.9662403822143557,6.245217299528811,-1.4057288408715833,2.9197442293286135,"rain"
"04-01-13",2.7516617639473795,9.496676472105241,2.2,2.8838872546491263,"rain"
"04-01-13",2.6647451098457706,10.197694131814925,2.397694131814925,2.569356846215921,"rain"
"05-01-13",2.884108069620477,6.7,4.110270174051192,2.984108069620477,"rain"
"05-01-13",2.6141272879282873,6.975623365765509,3.79362859531588,2.9346259805406945,"rain"
"06-01-13",1.9556192031710609,7.155619203171061,2.8,2.9201145657079093,"rain"
"06-01-13",1.9791290769390382,7.2,2.8521773076524046,2.9060808462256715,"rain"
"07-01-13",4.263385370145914,8.294954810136442,3.2633032067576284,6.008299098588214,"rain"
"07-01-13",2.3,10.27012136244523,3.904777502183743,7.209959545851589,"rain"
"08-01-13",16.203489115312667,11.426552493385886,5.680425737239445,5.930041608698552,"rain"
"08-01-13",16.63983551347586,11.942739652482755,5.6,5.08630173758622,"rain"
"09-01-13",37.25590966760096,10.781329983101783,2.146474276058161,5.295332495775446,"rain"
"09-01-13",9.584586507397077,7.056010386204655,2.1460590323932345,4.832364580564059,"rain"
"23-01-13",5.619738230101056,6.940130884949472,2.2,3.9835549911717965,"rain"
"23-01-13",4.105210800130551,7.796873519921669,3.294268119856394,3.199478919986945,"rain"
"24-01-13",6.336258826309391,7.2,2.574711772350825,2.532967646711326,"rain"
"24-01-13",5.685964422968631,7.2,1.2791987639064375,2.681453983593835,"rain"
"25-01-13",3.224181375799149,11.421998377930212,2.8,2.996725503196595,"rain"
"25-01-13",3.0403931199661858,10.577967389109354,2.759606880033814,2.1,"rain"
"26-01-13",2.9855533971970765,8.011345938022284,3.593305059148676,4.554122636620821,"rain"
"26-01-13",2.049148061804213,8.48813895364684,3.71186104635316,4.280504554078687,"rain"
"27-01-13",5.243686844522976,6.48094314627332,2.53854241030487,4.740257221710905,"rain"
"27-01-13",0.6774109976973408,6.981648002834042,4.331765000885638,4.672706000354255,"rain"
"28-01-13",8.73331131085914,7.516629228460536,3.3,2.700013213484517,"rain"
"28-01-13",6.700446651022094,7.115006679904382,3.3,2.5540866582426665,"rain"
"29-01-13",4.0399222799126395,8.70869356013728,5,3.49130643986272,"rain"
"29-01-13",4.2332645564365405,8.3,5.104869982742579,4.014403617537359,"rain"
"30-01-13",3.6,8.650419081313554,6.450419081313554,4.3991618373728905,"rain"
"30-01-13",3.306793237724979,9.975091461675076,6.7,5.072827049100082,"rain"
"31-01-13",4.810244383751349,7.823335536732697,4.280250993949437,4.46715984096809,"rain"
"31-01-13",3.1304354496465634,9.291303791961198,7.091303791961198,3.9782607583922394,"rain"
"01-02-13",0.2032825632170447,11.861195727971591,4.645369398462497,3.061195727971592,"rain"
"01-02-13",3.774688009070394,8.704579302525522,3.3225644094142925,4.038259865040302,"rain"
"03-02-13",2.4784541921192123,9.881498056655667,2.2646374236423634,2.8107729039403937,"rain"
"03-02-13",2.9282692325482587,8.53626518115627,2.700799594860801,3.2141346162741296,"rain"
"04-02-13",0.16949025272370555,10.882483754539509,6.982483754539509,2.7129935018158036,"rain"
"04-02-13",0.12269433363380111,10.804490556056335,6.904490556056335,2.681796222422534,"rain"
"05-02-13",3.1217623011367426,10.356475397726514,6.997062831438762,5.634713096589771,"rain"
"05-02-13",4.631744241145348,8.430444287221555,4.559696755302119,4.957313117020141,"rain"
"06-02-13",0.9965951301167804,10.603404869883219,6.1,4.508171687719727,"rain"
"06-02-13",1.0803266181060245,10.538573762624804,6.038573762624805,4.504725095182708,"rain"
"07-02-13",3.862328389678109,7.9586902808060636,2.7127997440321,4.4736728901613905,"rain"
"07-02-13",0.6401994953297329,8.987624684581084,3.7948503785027,3.8525748107486497,"rain"
"09-02-13",0.3,8.3,4.4,1.31740609812472,"rain"
"09-02-13",0.20370063926480658,8.3,4.2395010654413445,1.4283991476469247,"rain"
"11-02-13",0.3,8.3,4.4,1.3029554152072556,"rain"
"11-02-13",0.032043590783789544,8.3,3.953405984639649,1.6679564092162105,"rain"
"12-02-13",1.2024980595587524,11.342997671470503,6.754504268970745,5.721498835735251,"rain"
"12-02-13",1.1667815498983285,10.822030750169452,7.2,5.766781549898329,"rain"
"13-02-13",3.116165055423119,8.8200932500941,6.12609861128537,4.250346194420048,"rain"
"13-02-13",3.1890429725576483,9.93342578353459,6.755478513721176,4.989042972557648,"rain"
"14-02-13",5.057550268725216,7.251885151851356,2.8949664875165224,4.268555038957953,"rain"
"14-02-13",3.8251038970982294,7.904356760359761,3.7165974019345134,3.6402490455794894,"rain"
"16-02-13",0,11.104877403733791,3.9,5.6024387018668955,"rain"
"16-02-13",1.5664996278053993,9.970065842238728,3.4634345299558724,5.394557425861587,"rain"
"17-02-13",0.3963823919329068,9.4,5.351317740638976,3.003617608067093,"rain"
"17-02-13",0.09410021665222329,9.305899783347778,4.305899783347777,3.4752801733217784,"rain"
"18-02-13",0.012015389035357604,7.820025648392263,3.9200256483922624,1.8759692219292847,"rain"
"18-02-13",0.24529918031934927,8.208831967198917,4.308831967198916,1.4911680328010846,"rain"
"20-02-13",1.6721102062002062,7.610678773179773,1.1,2.2721102062002063,"rain"
"20-02-13",1.3022442594286399,7.8,2.187656573142481,2.7921450919997604,"rain"
"21-02-13",5.205277031792407,6.7,2.471612329634448,5.023680742051898,"rain"
"21-02-13",0.8549778561451022,6.7,3.792238865098808,6.111255535963725,"rain"
"22-02-13",6.415017197578757,6.7055063057788775,3.9,8.1,"rain"
"22-02-13",9.001142150027269,7.653752121676665,3.9,8.1,"rain"
"23-02-13",0.33803054331732485,10.209167988245287,3.785908370048025,4.695076358293312,"rain"
"23-02-13",0.14596484853632166,9.691929697072643,4.156725252439464,3.9838593941452864,"rain"
"24-02-13",0.36836136473690273,8.678983181157859,4.594802498789407,5.684180682368451,"rain"
"24-02-13",0.5709997348900311,8.557400159065981,4.371900291620966,5.785499867445015,"rain"
"25-02-13",2.3,10.367950981415607,3.7254232007380543,7.177349672861464,"rain"
"25-02-13",1.589832468606326,9.090893995788443,4.276480355666302,6.8336871757273725,"rain"
"26-02-13",0.4987595031751573,8.901240496824842,3.9012404968248426,3.799007602540126,"rain"
"26-02-13",2.7948342034150504,7.998457991515516,3.2033539025347166,4.209791822038402,"rain"
"27-02-13",4.446510901058432,9.907906540635059,4.492093459364941,1.9534890989415676,"rain"
"27-02-13",4.079103557710729,9.687462134626438,4.712537865373562,2.320896442289271,"rain"
"28-02-13",7.631751801288463,11.7,7.435818597975273,3.6662148003681323,"rain"
"28-02-13",7.804322846438128,12.350489737836119,6.3451874157257535,3.8591354307123744,"rain"
"01-03-13",3.0821399057888437,15.861266233563287,11.1,4.695327627084584,"rain"
"01-03-13",4.2223544320016115,15,10.0599873279863,4.727050623991136,"rain"
"02-03-13",0.8738271888776644,13.678518433367007,4.778518433367007,4.721481566632993,"rain"
"02-03-13",4.748857263468441,8.535514660948532,2.913811257035541,4.723520222460477,"rain"
"05-03-13",0.2764223691707048,9.4,5.823577630829295,2.6764223691707048,"rain"
"05-03-13",5.822925660190975,6.822639461882684,2.3771458893860977,4.690987144993171,"rain"
"06-03-13",11.25627479496946,8.211568179333707,3.9884318206662943,5.38745041006108,"rain"
"06-03-13",11.762244054863688,7.2,5.101021026433296,4.035713892269721,"rain"
"07-03-13",6.78084986234367,9.580518648377065,3.6664458573555976,3.595419474315045,"rain"
"07-03-13",7.239925581621496,11.522762076090945,4.655224329646299,2.7832085863619684,"rain"
"10-03-13",0.5490397211822975,8.050960278817703,4.150960278817703,1.4494238327093785,"rain"
